p_val	auc	avg_log2FC	pct.1	pct.2	p_val_adj
0.0101768708131499	0.569737276543559	0.657638021345533	0.36	0.23	1
0.0104523929054096	0.424744115843592	-0.445044036413823	0.261	0.419	1
0.0105679937989086	0.433705957266167	-0.7849263911932	0.162	0.293	1
0.0107362864266155	0.437125607282675	-0.673147768008466	0.135	0.262	1
0.0107629521267206	0.432385264845998	-0.551732471594786	0.171	0.314	1
0.0108819984373022	0.415617187868497	-0.490116821727724	0.55	0.691	1
0.0110972509359281	0.565822366869487	0.722555999743828	0.324	0.199	1
0.0112647947960058	0.432691854157823	-0.592967061811848	0.18	0.314	1
0.0113217277799626	0.437385029008066	-0.735497889705677	0.135	0.262	1
0.0113645658219653	0.432786189330692	-0.573188499842999	0.171	0.314	1
0.0118535353775641	0.583415876609594	0.670829911851526	0.676	0.55	1
0.0121246381636611	0.558039715107778	0.783012961685643	0.252	0.141	1
0.0121599053710814	0.429460874487053	-0.630148714885962	0.225	0.361	1
0.0125552136431999	0.567378897221829	0.704049613790786	0.351	0.23	1
0.0129470994237002	0.435592660723551	-0.468599598565799	0.162	0.293	1
0.0131120115083792	0.436111504174331	-0.673555760112467	0.162	0.288	1
0.0133208271083624	0.582543276260554	0.476337082719957	0.757	0.681	1
0.0133801576918629	0.427243997924626	-0.595960028710135	0.288	0.419	1
0.0134712567292245	0.438281213150323	-0.657086459790919	0.144	0.267	1
0.013614491175203	0.418258572708834	-0.561765554166769	0.532	0.634	1
0.0136150963428298	0.420357530305174	-0.55558373198755	0.441	0.576	1
0.0138191032298021	0.434790811754163	-0.699769144229035	0.18	0.309	1
0.0140666602591146	0.564501674449318	0.605499631116114	0.333	0.209	1
0.0142540618629719	0.424461110324985	-0.380144711603164	0.315	0.492	1
0.0148399840972732	0.577850101410311	0.495627955227261	0.559	0.482	1
0.0148749767635316	0.427338333097495	-0.693384899683473	0.297	0.424	1
0.0149629423140872	0.577991604169615	0.662070066550799	0.568	0.471	1
0.0150578598769522	0.420428281684826	-0.568720257832113	0.459	0.628	1
0.0150596835373335	0.578416112447526	0.600464848526953	0.595	0.503	1
0.015195626571604	0.438752889014669	-0.6993293518098	0.153	0.272	1
0.0152051095659113	0.433281448988255	-0.565295762737239	0.207	0.34	1
0.0152722251989013	0.421631055138909	-0.427628937345351	0.441	0.623	1
0.0155249633105469	0.437573699353804	-0.560941439531719	0.162	0.288	1
0.0155454512438822	0.574336116220933	0.520207355319601	0.514	0.382	1
0.0156137420816944	0.429956134144616	-0.357944348011419	0.252	0.403	1
0.015634089068502	0.417621810291967	-0.453205556605126	0.775	0.853	1
0.0159665623602291	0.42415452101316	-0.480489168269897	0.378	0.534	1
0.0160159135504929	0.41934342719683	-0.382399383462758	0.595	0.728	1
0.0160932637572227	0.439224564879015	-0.380416328463898	0.144	0.277	1
0.0162312136588669	0.430734399320787	-0.491438801382584	0.261	0.398	1
0.0164335647684876	0.436866185557285	-0.586357318210598	0.18	0.304	1
0.0166476720517002	0.441559360407528	-0.730816362176418	0.135	0.251	1
0.0169789386221133	0.569194849299561	0.363771394232569	0.441	0.293	1
0.0170920017714204	0.562497052025848	1.01098073945282	0.315	0.215	1
0.0173182563285828	0.4306164803547	-0.353061679437528	0.261	0.408	1
0.0174364633084181	0.44075751143814	-0.469546000489588	0.144	0.267	1
0.0174453598441785	0.579807556247347	0.895569633320643	0.694	0.675	1
0.0181027115963957	0.424555445497854	-0.336711454158297	0.432	0.602	1
0.0182915114269565	0.419744351681524	-0.368400812737049	0.712	0.853	1
0.0193192035719726	0.438493467289279	-0.660963998183044	0.18	0.298	1
0.0198382797537749	0.426017640677327	-0.508702426097796	0.423	0.55	1
0.019871724936214	0.428446771378709	-0.551609615010413	0.36	0.476	1
0.0202168264545361	0.442219706617612	-0.618742405103723	0.144	0.262	1
0.0203727002331033	0.441724446960049	-0.562261621762284	0.153	0.267	1
0.0208460545083069	0.435238903825291	-0.451212355973741	0.225	0.361	1
0.0208462107296282	0.435215320032074	-0.446079942131894	0.225	0.356	1
0.0208981132568648	0.433399367954342	-0.458560080865231	0.252	0.393	1
0.0209612166161781	0.441064100749965	-0.769627116926332	0.162	0.277	1
0.0210339321208642	0.427338333097495	-0.53060611162615	0.414	0.503	1
0.0211597540688519	0.575185132776756	0.446121722108129	0.622	0.503	1
0.0211806422723125	0.420876373755955	-0.383725750322143	0.802	0.853	1
0.0214144320387921	0.561317862364983	1.57707106112979	0.315	0.23	1
0.0214519131380845	0.42773925758219	-0.55910144305632	0.387	0.513	1
0.0215334379021832	0.423564926182727	-0.329670163599041	0.613	0.733	1
0.0219194639207631	0.444035658695345	-0.509857735724412	0.135	0.251	1
0.0220803575993142	0.438800056601104	-0.573188499842999	0.189	0.314	1
0.0221293589639404	0.428140182066884	-0.267916052199937	0.369	0.55	1
0.0223286723694172	0.429272204141314	-0.377401820474197	0.342	0.492	1
0.02233564048343	0.427503419650017	-0.443249222348897	0.396	0.545	1
0.0225944730343712	0.431842837602	-0.448268130200436	0.297	0.44	1
0.0226079911100375	0.431606999669827	-0.255487514362382	0.288	0.445	1
0.022815353194363	0.443045139380218	-0.458723146634574	0.144	0.267	1
0.0229129423758561	0.438517051082496	-0.659241337646425	0.207	0.319	1
0.0233332467331883	0.555775670958917	0.928234096130388	0.279	0.173	1
0.0236560707563355	0.566294042733833	0.747994372507226	0.414	0.314	1
0.0237034040096233	0.559973586151597	0.288628744213921	0.333	0.215	1
0.024066264377075	0.562685722371586	0.475330418526212	0.387	0.257	1
0.024555167982094	0.554643648884487	0.849001371267085	0.27	0.168	1
0.0246022727376657	0.434790811754163	-0.362417477835921	0.252	0.403	1
0.0257805807068283	0.561412197537852	0.66288576455963	0.36	0.257	1
0.0259446934319848	0.564501674449318	0.594773062863248	0.423	0.298	1
0.0259575148331774	0.423659261355596	-0.347100159230086	0.847	0.874	1
0.026255071941645	0.438823640394321	-0.313063009869405	0.207	0.34	1
0.0265088030613345	0.438446299702844	-0.413919474659851	0.216	0.351	1
0.0265516546083596	0.436701099004764	-0.517646516448069	0.252	0.377	1
0.0265532717668891	0.565067685486534	0.477695829643196	0.432	0.314	1
0.0267381021190046	0.441299938682138	-0.605039147112746	0.189	0.304	1
0.027098002061919	0.433894627611905	-0.411431090071419	0.315	0.445	1
0.0272672027044783	0.575255884156408	0.384807947959878	0.802	0.764	1
0.0275893881491653	0.441842365926136	-0.437269484809056	0.18	0.304	1
0.0277452971733979	0.440710343851705	-0.674335342451165	0.198	0.314	1
0.0277503380948787	0.445379934908731	-0.695669799623346	0.153	0.257	1
0.0284089414386977	0.440875430404226	-0.515559736535689	0.198	0.319	1
0.028460268300792	0.442196122824395	-0.559762574422091	0.189	0.298	1
0.0287411451831393	0.44040375453988	-0.477921232633187	0.207	0.33	1
0.0291696410121364	0.437408612801283	-0.497094957507093	0.252	0.377	1
0.029471127007491	0.565279939625489	0.560849303537003	0.468	0.356	1
0.0302623950830288	0.558487807178907	0.783012961685643	0.333	0.241	1
0.0317303420703705	0.441865949719353	-0.291691583304212	0.198	0.325	1
0.0321465673147592	0.438705721428234	-0.437854814815762	0.252	0.372	1
0.0322532022871629	0.445662940427338	-0.502063776060529	0.162	0.272	1
0.0327020889855459	0.442361209376916	-0.697397627330613	0.207	0.314	1
0.0329319846915286	0.434908730720249	-0.590642849657992	0.342	0.455	1
0.032954955557627	0.440875430404226	-0.53703621601725	0.225	0.34	1
0.0329570521061233	0.431890005188435	-0.448043189588219	0.414	0.545	1
0.0340397186531229	0.432927692089996	-0.526512051376779	0.414	0.545	1
0.0354018977574073	0.436960520730154	-0.489373385655091	0.324	0.44	1
0.0354298876629271	0.428187349653318	-0.339827732163275	0.766	0.848	1
0.0354578467909605	0.429696712419226	-0.344711255949852	0.595	0.702	1
0.0354695665088045	0.428541106551578	-0.591604148218154	0.748	0.764	1
0.035503603411286	0.445828026979859	-0.520413632949108	0.171	0.283	1
0.0361545150499812	0.434106881750861	-0.501326668514674	0.396	0.513	1
0.0366457459358449	0.437243526248762	-0.415388022950446	0.315	0.429	1
0.0369148407522829	0.444436583180039	-0.566667336240227	0.198	0.304	1
0.0371734726358375	0.448280741474459	-0.634920934954099	0.153	0.257	1
0.0372582261597253	0.435191736238857	-0.525830273312088	0.369	0.492	1
0.0372704412703433	0.558487807178907	0.600380703736332	0.369	0.277	1
0.0375804002711964	0.445191264562992	-0.513018905495605	0.189	0.298	1
0.0378977823458127	0.437597283147021	-0.515942487027432	0.315	0.429	1
0.0379348998882207	0.44757322767794	-0.442898229787602	0.162	0.267	1
0.0380732697715146	0.448917503891326	-0.615890450399265	0.153	0.251	1
0.0383289863785654	0.436677515211547	-0.380836502095513	0.342	0.466	1
0.0383538366118488	0.432927692089996	-0.265397103000922	0.45	0.618	1
0.0384270184433873	0.439719824536578	-0.274839850694223	0.261	0.398	1
0.0388784476491343	0.430805150700439	-0.38744238385737	0.631	0.728	1
0.0389309127538477	0.430663647941135	-0.42213159245899	0.586	0.712	1
0.0390444178615804	0.441465025234659	-0.309490577424941	0.234	0.372	1
0.0394163202045048	0.43830479694354	-0.522713180940323	0.315	0.435	1
0.0400394808304632	0.556695438894392	0.662844048940985	0.351	0.257	1
0.0406500413012303	0.434224800716947	-0.546451721126343	0.423	0.56	1
0.0406928436349059	0.569808027923211	0.356757010748917	0.865	0.832	1
0.0409609299660069	0.559525494080468	0.551873120492189	0.414	0.304	1
0.041620580014291	0.550280647139286	0.461684864744499	0.279	0.178	1
0.0421137742453837	0.440380170746663	-0.48747374785185	0.288	0.403	1
0.0423987501357451	0.434389887269468	-0.36347847029482	0.495	0.613	1
0.0427090563421465	0.434059714164426	-0.373763492359423	0.486	0.613	1
0.042799702983368	0.441606527993963	-0.542862317718383	0.27	0.377	1
0.0428349039129348	0.443563982830999	-0.630148714885962	0.234	0.34	1
0.0429465257316876	0.439766992123013	-0.494314393784475	0.306	0.419	1
0.0430092798627938	0.563629074100278	0.764042339350684	0.532	0.435	1
0.0434824441569566	0.56492618272723	0.333523998933933	0.604	0.529	1
0.0447040323329653	0.438021791424933	-0.619504687188925	0.387	0.476	1
0.0450444996938142	0.45080420734871	-0.379629363812973	0.144	0.251	1
0.0453565204784692	0.449459931135324	-0.42521792222707	0.162	0.267	1
0.045408936934958	0.43568699589642	-0.311660031749947	0.495	0.628	1
0.0456718048460241	0.448941087684543	-0.522269859045925	0.171	0.272	1
0.0464591902558949	0.438186877977454	-0.314641753266508	0.36	0.482	1
0.0467805578813857	0.448257157681241	-0.618742405103723	0.189	0.283	1
0.0468245878367256	0.44486109145795	-0.530573977864403	0.234	0.335	1
0.04929784449296	0.548676949200509	0.783012961685643	0.27	0.183	1
0.0494354093732465	0.447643979057592	-0.592967061811848	0.207	0.304	1
0.0494930861529954	0.435828498655724	-0.278786150553179	0.577	0.67	1
0.0514436865643981	0.445002594217254	-0.568675533191207	0.252	0.356	1
0.0516640273877475	0.445356351115513	-0.466090289167879	0.234	0.351	1
0.0521641623620263	0.437974623838498	-0.323692946697159	0.405	0.545	1
0.0527039020022948	0.441936701099005	-0.523246413660457	0.324	0.424	1
0.0535514492440175	0.551129663695109	0.677176701658	0.324	0.22	1
0.0541826578348991	0.44696004905429	-0.352744662245465	0.225	0.335	1
0.0546059168255448	0.554148389226923	0.511994916322329	0.369	0.277	1
0.0547015048423868	0.562662138578369	0.466863483771083	0.64	0.56	1
0.0549800892519909	0.440899014197444	-0.42218156676941	0.378	0.482	1
0.0550823349429847	0.437903872458846	-0.39121012742861	0.523	0.613	1
0.0557504416973624	0.557167114758738	0.322391070685912	0.468	0.346	1
0.0559403739739437	0.547827932644687	1.0182910994176	0.27	0.194	1
0.0560164236452029	0.448257157681241	-0.571539408594853	0.216	0.314	1
0.0561384087254848	0.438870807980756	-0.275719071808242	0.432	0.545	1
0.0564490164943262	0.551436253006934	0.530965845480441	0.333	0.241	1
0.0567509317608361	0.451511721145229	-0.505977208379829	0.171	0.267	1
0.0572115189083382	0.43830479694354	-0.325569519708573	0.495	0.607	1
0.0573812070497211	0.552686194047451	0.766158855974762	0.36	0.262	1
0.0591066284788909	0.452148483562096	-0.384690115644459	0.171	0.267	1
0.059237004551343	0.549148625064855	0.584770897493749	0.306	0.215	1
0.05930014717673	0.443092306966653	-0.361770427821312	0.342	0.45	1
0.0593213910673472	0.447101551813594	-0.510503000491487	0.252	0.346	1
0.0594639335567383	0.445167680769775	-0.495581429209559	0.279	0.387	1
0.0596003558097029	0.554690816470921	0.461427997978609	0.396	0.314	1
0.0600284423559299	0.449342012169237	-0.505977208379829	0.216	0.309	1
0.0602329208805676	0.447691146644026	-0.467974351507001	0.234	0.34	1
0.0607126653353824	0.444483750766473	-0.340253324407519	0.306	0.408	1
0.0616746712975897	0.446771378708551	-0.311242943700343	0.261	0.372	1
0.0619073774822328	0.563157398235932	0.567992936271385	0.757	0.738	1
0.0622001036420547	0.54709683505495	0.39664153595208	0.288	0.194	1
0.0631816141473377	0.449082590443847	-0.413919474659851	0.225	0.33	1
0.0634902888196344	0.445309183529079	-0.485438636193128	0.288	0.398	1
0.0635437525839838	0.443163058346304	-0.428739144306453	0.36	0.471	1
0.0640263360357133	0.443705485590302	-0.558985507777559	0.342	0.45	1
0.0643299926600712	0.450568369416537	-0.263659436558888	0.198	0.309	1
0.0644014415415655	0.436960520730154	-0.352627870330266	0.685	0.785	1
0.0646713016276839	0.446323286637423	-0.455605540689054	0.279	0.382	1
0.0649139416676613	0.451629640111316	-0.345269765910827	0.189	0.293	1
0.0652661703102619	0.443516815244564	-0.345733083090928	0.36	0.466	1
0.065835892321421	0.444200745247866	-0.44428554740837	0.342	0.44	1
0.0660061113603604	0.450733455969058	-0.349375750446213	0.207	0.309	1
0.0677751786542301	0.44844582802698	-0.382006577564033	0.252	0.356	1
0.0678493680416907	0.556035092684307	0.498518193345538	0.495	0.393	1
0.0679506395956938	0.437691618319891	-0.278614506739887	0.802	0.848	1
0.0679860785800244	0.545728975048347	0.510511692051156	0.279	0.194	1
0.0680135934532534	0.449459931135324	-0.423757768358394	0.234	0.335	1
0.0684537304034183	0.447431724918636	-0.461790707071065	0.279	0.377	1
0.0685497403085657	0.54858261402764	0.403270744890387	0.324	0.23	1
0.0685652026612881	0.444059242488562	-0.272572762777994	0.36	0.476	1
0.0685795284878243	0.446936465261073	-0.552985234285439	0.288	0.387	1
0.0694030715534833	0.548889203339465	0.730609075647771	0.315	0.246	1
0.0706944815254782	0.447455308711853	-0.478493280990027	0.288	0.382	1
0.0709030135333223	0.454011603226263	-0.499736289334033	0.18	0.267	1
0.0712621525350135	0.453351257016178	-0.502063776060529	0.189	0.277	1
0.0720373952557408	0.446063864912032	-0.311514264339829	0.306	0.429	1
0.0721187567404699	0.558511390972124	0.363999075501757	0.64	0.56	1
0.0736693144821403	0.450049525965756	-0.467974351507001	0.243	0.34	1
0.0737000169857822	0.44721947077968	-0.471775539794733	0.315	0.403	1
0.073876302454038	0.441134852129617	-0.432550121260689	0.541	0.628	1
0.0740384387419699	0.44573369180699	-0.395127196817072	0.333	0.45	1
0.0741982636738329	0.449365595962455	-0.333027478478471	0.252	0.356	1
0.0743181368108089	0.450827791141927	-0.312500325316595	0.234	0.335	1
0.0746252845069949	0.455709636337909	-0.436886681422174	0.162	0.251	1
0.0763187187456644	0.446134616291684	-0.412537847432164	0.351	0.45	1
0.076450480157414	0.448846752511674	-0.252550382773942	0.279	0.377	1
0.076486937905044	0.559902834771945	0.310192922977248	0.739	0.675	1
0.0765081294247158	0.543936606763832	0.510511692051156	0.27	0.188	1
0.076695280756031	0.54858261402764	0.340664599705519	0.351	0.251	1
0.0775207151928671	0.554313475779444	0.379657267454434	0.495	0.403	1
0.077718187381652	0.448115654921938	-0.276575834604157	0.288	0.408	1
0.0783263278793749	0.440191500400924	-0.267912647357571	0.73	0.78	1
0.0785852111562485	0.441252771095703	-0.278125593938812	0.64	0.743	1
0.0805161698741366	0.456299231168341	-0.345269765910827	0.162	0.257	1
0.0805812549126847	0.44809207112872	-0.320726907656116	0.306	0.408	1
0.081207981186081	0.451700391490967	-0.338112741278215	0.234	0.34	1
0.0817383801099214	0.456794490825904	-0.436886681422174	0.162	0.251	1
0.0827783600566085	0.546436488844866	0.471889011087879	0.324	0.236	1
0.0829389048996368	0.559006650629687	0.416165058437553	0.892	0.869	1
0.0829398124769116	0.448257157681241	-0.351051990400102	0.306	0.429	1
0.0829496697318886	0.455803971510778	-0.48459752106799	0.18	0.267	1
0.0830284548723697	0.441347106268572	-0.388125306198446	0.766	0.785	1
0.0851133082928897	0.45167680769775	-0.519390973693993	0.252	0.34	1
0.0851587143570711	0.44870524975237	-0.27563721398379	0.306	0.419	1
0.0852626767367689	0.449648601481062	-0.691337097242987	0.297	0.393	1
0.0860604766786782	0.454719117022782	-0.330617859050012	0.198	0.293	1
0.0862233380775492	0.455497382198953	-0.453019587098341	0.189	0.277	1
0.0868748376198395	0.554454978538748	0.656822863213394	0.532	0.461	1
0.0870430721959192	0.456794490825904	-0.288998283229745	0.171	0.262	1
0.0870836703496941	0.543936606763832	0.608191785895501	0.288	0.209	1
0.0875308532584496	0.549313711617377	0.318609385085819	0.405	0.304	1
0.0877417171399672	0.557662374416301	0.253499508176798	0.802	0.707	1
0.0878768266568515	0.555893589925003	0.257384600346889	0.649	0.534	1
0.0884069767899139	0.447148719400028	-0.510591852149992	0.396	0.471	1
0.0887051523370664	0.449389179755672	-0.399066240041299	0.324	0.408	1
0.0904009409567623	0.542332908825055	0.564740923638059	0.27	0.194	1
0.0906977538338158	0.54709683505495	0.527523485477116	0.351	0.277	1
0.0907361118893104	0.446747794915334	-0.344957300232809	0.414	0.497	1
0.090911759520868	0.549313711617377	0.271196464278522	0.423	0.319	1
0.091115370678331	0.449860855620018	-0.359992663279734	0.315	0.414	1
0.0912754477490685	0.455403047026084	-0.521390763549572	0.207	0.288	1
0.0920340027127843	0.452006980802792	-0.382006577564033	0.27	0.361	1
0.0927073381937276	0.457077496344512	-0.414726983379517	0.18	0.267	1
